filename,label,md5,sha256,m2_score,m3_score,m4_score,m4_source,num_apis,m1_score,m4_active,fts,threat_level
8e0cb0522921a642f809e5ee0064db8630d15446841ef73c3daf8234da9a235ebe2ce59199d43e1dd8248a675ac7c1467e86d3a7f071594b072fe845809650c08a66a3e72c802e6ab7728d5821c5b2db22f423b529adc9c35c47d061a037763457e123f8.exe,blaster,02672d351bfa4b70a77061c88117a0d0,99193fc567088bae7a9acc74462b89b67faadee9b6ff0cdf4f2c1eb3a783eb0a,0.75,0.9983333333333332,0.0,abstained_no_imports,0,0.0,False,0.86037,CRITICAL
8e2c540593d5bacabc0dbe8860fae6e3966c2daba730d87587db2d03e5853e24a1556c2bce21469c4762d27ec0a2c86d63882ddf5dd458efc5bc0868a48d48b1aebaed52eedcfea559478683a2cdc5e5bd30bc36bc21c372ad275ab21d0533843008f60a.exe,blaster,869cb3a29d4868d5235d2afc13c1aa60,37f467b06f81557c47a3a63504719abaf0e05859536c8e48f0097557d8935016,0.0,1.0,1.0,cnn_lstm,100,0.0,True,0.583333,HIGH
8e6cec689c4b9403f4d80de522b9fd845af4280288d903fc24299cfde33b078315f1440430ed34bd2d505424ff810619239c7a6c43027738494e40b0a3ae5805977db41915a8a238ddb5f45964d3ba1644ed3e1bb9b6e1c40f5849b9112b70ece2b5385e.exe,blaster,699f039253452f151801f9b796a93483,dc1c437e6ec67805a4be1ea358e939f5f66d033716fccdb607af9a336dffc8e5,0.72,0.991410299576966,1.0,cnn_lstm,100,0.0,True,0.88047,CRITICAL
8e9f04b8ea8ce0cfb4d3769d4c72e37a3dcaa61035bdf936c498687e95846d5feb14e34ae9e4b8bb4ff3744cb28a1c2545a657cd491f90cceedcf1513192e4fcc240ea02a0abc171aa6139cc464da7c8d921ea58c5747364f54999ced6e7ee769e782282.exe,blaster,2b568410aebf1f558af8352b7eb9fc82,76b7e15a8bd4b2c4b4f1ddf61b935973aa105fa80eda5443e9ca6d6370c8daf5,1.0,0.9998026637341154,0.99959,cnn_lstm,8,0.0,True,0.999832,CRITICAL
8e551a441f4fd71684396151b4dcc86c6802effc60adcdf291cef673f1861f0d6a7e43d07b39250d10c5daf4dd576b5ac279d4445a98db34e0f3a58c5b32c7b57bc5eeb0893b5cb4b4c9c987a6fb706a5fc45d582306e1e761daf181a50252143ebecb3f.exe,blaster,0628a4997ceb7f1295ee80a8ab258645,73bc8e461c6e1d4c246c69653925a12557e3538687070934625bbac58190fdcc,0.0,1.0,0.0,abstained_no_imports,0,0.0,False,0.444444,MEDIUM
8e976c6765958828a667e645e7a9b4a11cbb51f8171cd5d2dac2a053a4e678164105e87bf973499e3fd5e9fe97df84ad540dcb29994100d6969c302212ad8c76c80985bf914388a8679f6bd8bba2da2a590199ae7182d60e4b3303111fdb451daf6ca881.exe,blaster,04fd3bc4ea383f20fb8a74ab496c5a5d,8f8d56efb9f8f1f8ef620938c6c16d91a4131a9b63b4c612a3c602daf0611194,0.61,1.0,1.0,cnn_lstm,100,0.0,True,0.8375,CRITICAL
8ebd3ede87a1ef31e5f9ddceea2a67d6fe3d23367fb4d69ed5f16c1e067f3bbad3f3bf38477ed9e02efca253e18c2308a7e1e5029939440401e472bc65c8f144df24753c68b41bc30b41bcb76646639df899ba3d49aaa28773f618cc29baecb889b33c13.exe,blaster,254a75487d7055dd4997720afe888440,4be1257f729d6c411d4c81d725097940e53c6ff2760bfa94b7e0f6e9bc3e3a3a,0.77,0.9999757281553396,1.0,cnn_lstm,53,0.0,True,0.904159,CRITICAL
8ebffc29e0356aeb63c16cc8dc141c106b043039bf75434ba00707c979431ad9326b20d13070c88f6dab0f03cf6c9d80dfcc75bb86cd941615e4dce37010be6f554a461ae80a2c6d2d1a900555a1e5bb16855cb91185d78d3b3e23688875f7d2fa2ebfcf.exe,blaster,aa87f396f6986a326b69f4ef92e2473c,f793d7ab137a0d4e35f2ddec7b805c803c9efd6f36f20c6ec85cf5a21a95ca21,0.0,1.0,0.0,abstained_no_imports,0,0.0,False,0.444444,MEDIUM
8ec2dc2f403f1764e6a0422b31a49fde7a9ac77d420b1c26f138676bd941232750d34eeca34a5c90744495d0c47b9c14aa9254d2b6c87c51b7d9640179846b75af5ebea827ca767efff98c8ddfc382f490c1cbe1d897c0c677b78530e0675d07e559038d.exe,blaster,cfe0fc8b44cda91aa74fbabf4a86e24e,7abbf4a7de56ad11ea53565b6e1f0a357ecad7234e05a3221bba89d4483812b0,0.74,0.9999827288428323,0.999485,cnn_lstm,7,0.0,True,0.891532,CRITICAL
8ecdb19b58ee13e728763396ec260df1c6558afb2dd134e547acf5ba51f10bb7c493c584dde90592f73ea8e4037a30fd85e3bba11f605fc75ae6594109f0cdf2d5b13aac80adec328fb90b7f7645e769f834f6a46a1035171ea8604bc7c70afadcdf88d9.exe,blaster,723be5e82d432ec1e89b66d7c470277c,ec07af9547708daf6c02e94d5aaf42b7b29869afd71bee300ae8c1c606243554,0.72,0.9999908592321756,0.99989,cnn_lstm,7,0.0,True,0.883303,CRITICAL
8ecdbe926ef7d7f98c94c520e598f4554b7228b9b7f737db05a36930181e84f78d4b7c4f7096b8ed50f6c2873320da59260119193ccf03b5510894e5184afdb99289c5e093aae4a26548cc26bd773313fbd224a139e3326d0d04ee325caf174580ce97b9.exe,blaster,16c6cab82a385c60894e87506aafb97d,867e0a7a43fa531591571f8eedfa39bcd351171ec92b59f70d6b50a0e2ebcfd6,0.72,0.9996162211344308,1.0,cnn_lstm,100,0.0,True,0.883205,CRITICAL
8edc18988961f1dbed45fd2925f963e5b471458e5b6ed85ad3e931d6292e54cf6fcb84593b7844cafa2b50427c2e5ec6fdd55dce4e2108da0d0c7deb9ff51ef673ca7463a669a23340a78455e66ece8c1dd782b305c3f0ac93d2e3edb9f1960457188954.exe,blaster,024ebe73f80310afcc5fac3953261687,e08bd199558d95f5396f6b608fd89e7fe9ea6a33a73705c55dc1cf326370ed47,0.63,0.9999820143884892,1.0,cnn_lstm,100,0.0,True,0.845827,CRITICAL
8f0f2b0928be182fee15c621470dd055ce6a39a15317469013ba829d445a98d861145c52d2dda831fc0314495325fb2238a27b54fabcce37445011a602e9855aabd5a03e9ea560a4fc3f57ba5035405b879e4cf6c19d333457a93ba580ed12e242a896f3.exe,blaster,e923e67f72dce91629e04bbd903d7572,39237cf5d9c90f643f12fde1273ef93da4c989b0b630d9560f0578935fe414ae,0.99,0.9997058858690184,1.0,cnn_lstm,100,0.0,True,0.995735,CRITICAL
8f1ab755d0f3fcee07ad0d7a68cc37bf26bf180cf9026c61a37399151e22278f5d2bb5e3a09779b888cc2fa004e4c85c149af0ebbc5068819d1875aab8b3912ea7e30d818308621e6ff13ca1a961f541e8df3fc9abad380d523b805d5f27df48a5f2f0f1.exe,blaster,ec76272e8e23d0874a26453c369aff98,19e6a56136f90acfc46270b0e88d521ca824f40b1c31c2336dac84ecd801c724,0.0,0.9987325783972124,0.0,abstained_no_imports,0,0.0,False,0.443881,MEDIUM
8f9e2a4e5c3ab851c1cd34fdbfd9fb6d041af8b883ed65da25738a189a4c903c6adecf8dffa6f44d53d03d9c623902cc0fcf745fd39ebffaeb9d637150ac1d876068ddbcf2ed9e95a983ed4d6e211009a5d6dcacb85a449fa483c0bfbc5477d6454c39bc.exe,blaster,0b0ac0fd944c94779f2427aa1f5a2654,2519c7ea822da591f90a335973d980d8e343d0c6920e9d23c521f2be8a6abba6,0.99,0.9995215278368736,0.999815,cnn_lstm,8,0.0,True,0.995628,CRITICAL
8f38a51533626902391b9ac1027b408203f577dd14dac28eed9aa665514ba2382190338287c0e9745594892007bf2b78a4dd3d903545ee265b91b48a53b008f6c647e3fd58ba47e72ad1c19c8f54bf39b7cb1e58a13d01ede9f27bf9925f40ab613bb7c9.exe,blaster,76370ce70637277a1b6c34aeb62d31c4,54cd8c7473b719c28a6765b47b0b34827a620fadaccf60a545475cb05b7885d3,0.0,1.0,0.0,abstained_no_imports,0,0.0,False,0.444444,MEDIUM
8f080e73528d6d274d458cd471cbbb17ab67ddba7f5cfb0bbcec0a72171f60ddad6b3b8c83d40d2454819d07372689098d656198ea0e66c79476a8886ab1db975775489a3b74f703f1f4015274f92a35c13357383380c2d3abd419ca413856ab49a62dcc.exe,blaster,1d2dafe1be1c18053c9fa90823900949,7a0c9c8303697e6da4da45ab71ead351a83ef7b12e8038fdcaba7a75c79b9bc1,0.79,0.9999444444444444,1.0,cnn_lstm,53,0.0,True,0.912481,CRITICAL
8f093ef77cb349697a88ed8e9f2d41b2ba37c8ab54a83ee3dde723a4eeeb1962fb814ca4fcaa1b5a609c1c7c70ff2a7626aab6fee8a134cd81aa3d45986276520265bf0f6bb7a6146f77aa27ec32ebec4608599a748b2d2134e13fd97eec05ea0d210480.exe,blaster,20790a7cec7f417c81e3dd098fab3989,dae7f390cab140c9208e2cd9da18c194c0c697f2064658603e25d61f03a80636,0.72,0.9999827878371332,0.999842,cnn_lstm,7,0.0,True,0.883288,CRITICAL
8f543a86d9eb3135016a2535be0a1b2ebadd1d4ee9ba86eea5fb96459a4f6cf8f5c85cc1a6776d47591ef31756e618313077c6970b24cc0d2cf4b64a7cb7e11ff4e7a0295bb5744a1b932c3a99b800256724b8855f0df201720fd7ced1af914c74c24ff1.exe,blaster,ea62d5defc0aae7b72a7cd3782bc18d7,d5af80696bef3651af93f1a67d8d3052273eff70d6c9098b4a14bfe3fa2d7c1a,0.0,1.0,0.0,abstained_no_imports,0,0.0,False,0.444444,MEDIUM
8f893b8eaaeac7ee6c4709a982ca85a39e8fb6fea358f91c024e98afd2fcccdc3daa0c6858971874d7820b32d7217140100bdfa19c9b591562e204488d91d1bba09a1cda01c5fb613134105eb859affe38d838281f1b1cc421d0ed3ac94d999c5f8802fe.exe,blaster,933def6ea92068711d0c4a3a4271dde5,1eaf317a875cbc30ed45644f068256c826d94166f6beb8b1bd5232df764ae62b,0.0,0.9966037905184248,0.0,abstained_no_imports,0,0.0,False,0.442935,MEDIUM
8fab7293fd08a4832aa0850c1f35cd72f3d00387f658150a7e6d38b3c0ce22415f8b6ca0679c21cfd463cb0634d72bb5363882fba93aec5a6b8fe91e66862c24031e988840805469d95cf21f8f66029bcbb0853c7c151d25c501e5306089e2e8f01a533a.exe,blaster,a60878cc1e607da78738d31b94572694,6def499f63962c8d72e8ca20470eed5efeee897287a88c5f754baf8195747bc7,0.99,0.9938725525356852,1.0,cnn_lstm,100,0.0,True,0.993791,CRITICAL
009a08aa858031ad2536a3b7a1e9b3373424e7a0e28d51d960f50df85f5093e824d4196060b8c5b8a79eb6d8f0c1dbbb252e9be0b42fd597506042c1333b9c0cab835a21be054770a137961d54401381a8c8ee0dfbe930ccaded2a15c7e3bf7636a2b89d.exe,blaster,380dc5706ec98d737d0c60d2c8d0a82c,a4aa4fdfc9e3c0f7a503da9006c4aa07f0a1cca9b0ad25b3fe79b2ff7d79b417,1.0,0.99828231292517,1.0,cnn_lstm,100,0.0,True,0.999427,CRITICAL
009c7abfbe56a1cfe13221d89b7d54f29fd05bf2acbba7306e79fa02936fffe24a00452eb5be832057b5c59e34ab8922d76380ec51419bd00205f5719c3e84419618a20c0cf19caf98acc81204a366d26df863472f4df7ba080df76f16e805ba50a4e617.exe,blaster,23972daf5a6f0d4fe2f7acef5aa0df62,ae33c72598e95299293e8de89591f06ef5119e1d01e1f340022987015e405aa3,1.0,0.9999726071330562,0.999485,cnn_lstm,7,0.0,True,0.999862,CRITICAL
09bb2accc4386e6a5fd52bf813a10de629c56641e08d9d8bc7768f1187b17199e67be48815317897edacaec4eef8ca019070c775bfaea2f197a6e2e808070867fb0c189d61ab5e5fbebd889b46df73040eb6d8195f308926c427a0873082105f34d3d42d.exe,blaster,f5d61cf80af15c667f80cba27dca3f49,7f57163c54b20f7bb86dc39edfdbfa46db8523b9fa8535c59517608706f6d90b,1.0,1.0,0.0,abstained_no_imports,0,0.0,False,1.0,CRITICAL
09cdb40357e5c15961c9e7e4e32397c7bb9ded6587240f0dd51e318106d7beb9c5d06ae546a4db6f7f7ae30ea94afa0ef0119411550361bfa74b00da927abbc98ef622cef6eff24d65f717e1c7025fa6e5ae1c8f0de690217ceafae0677f5515006234cc.exe,blaster,e60060f30e77f969803a7a6d907160e7,6b928fcb516ca1bf770cbde4ebb1a7539f27cab7cd1875075f61300bcebd16b2,1.0,0.9958409794108272,1.0,cnn_lstm,100,0.0,True,0.998614,CRITICAL
09d9d17e3f850759c58d6ef966124773b8b2db4426d706917354e30cf3be7efd191d080c2149d48cda0345ce2ef5e576c04990d2c11fd19f97669c0bca7d82fdeb5146074e98b0731bb35fe151f5938944182caa78dfb11f6394764546fc829ac13afc50.exe,blaster,b2235486359e84cd87e036b08de62dde,f9c163b2b5647ead354123cf517a9b1060a6580f113b7d9392224105e47bf4bd,1.0,0.99997311827957,0.999934,cnn_lstm,8,0.0,True,0.999975,CRITICAL
09d64b477d28bf610e10fccaf69a3e78e30bc11a6329108d0e94455a8b44d53abd79d59624a38734cb92e1f315dfea67ee34f392435c3164fa251fe2051bd077bea7c6d5ffab84acc632b273f9c7faa16eff717407ba0ff751192bccaad8c62babc2bbe5.exe,blaster,3fdd604853ec71c9ed549d47dfa9b3fe,463de492a6223c58b360c015bb0835243f8f8cfcff9d40cf2df70f66b17d2f5c,1.0,0.9999912434325744,1.0,cnn_lstm,100,0.0,True,0.999997,CRITICAL
09e333041329864cc80a2d407c60c53c291b7c23f3f0f303f8395a3fea71b154075b30d6ebf14ca4c75f406386104e5b554fdade735dbf8737676c9a030dcbc05b57877bd9ab12763337e8b16e7e793784fd8fa602c7eaf7690b3c9703d3be7c51cc7857.exe,blaster,c5cd9d20cad4658f86ba51e995b1ce50,e8abfd1d8b55c96263afb32552936526bfadfc287971359c9482ec97158e86cd,1.0,1.0,0.0,abstained_no_imports,0,0.0,False,1.0,CRITICAL
09fd9b6c720c0d5acdc0194db6f6406655940936f6055acd46d623384d9ce79d2efeec54e36338c873ae5c68226eecf7e831b4c4564883182957929de5ee8c08ed77adcbf6b0c0342ac2e7be71679233ed33b8314de8a84b776960e6efd346a59d214121.exe,blaster,0b5e28b87ddfacd5f32e2862d5b10dd0,b7d4740a0c6a416b12a5b516c84e1aae077ddf6e71287201fb6d82b11093749a,1.0,1.0,0.0,abstained_no_imports,0,0.0,False,1.0,CRITICAL
9a5b0cfbfa69cd75da4fb441df2416fbd70276c12fe0fce6845b69b3627f1fd9ff340939b68e01de68fae572797aefcf314a66eb17714b48e36b08677cd1499875fef4ceff62f093a53adeff07a9ff104d3765ca4a8cdda1940443834a5de0359b78862a.exe,blaster,a0cc33ab8bcefe3ad6c6df65b30396f6,82ae4d4b02190c7ea0ade551cbe44ff385c8233f082971b26c4988c33fc9b33c,0.58,0.9988805290854786,1.0,cnn_lstm,100,0.0,True,0.824627,CRITICAL
9a8deb703c4a40f04c70368488e944db7470be6f45c3bb0562ecd1e1ebf2c57b285c98e295cc6da038421d9575d16a089d677e37356e4b005217f729052a29ce4ff43fb4d164ce1af617adc1683a2160be0d548b113feb8b0ddc5e8a4f4151062bac77df.exe,blaster,b3c0bb1e208d660f1f499929e0a5bade,fda3ae921f8c744308c592476d8f0f05d8dc6e9b3ba705c51f400b653bed8d00,0.63,1.0,1.0,cnn_lstm,100,0.0,True,0.845833,CRITICAL
9a38b3c583fa8a6e16a8813c758e128a709026ccbb8b39d48cd6c724ab04a720fd9d2b456f5c3ea290af786ed1dbadf3f07324956b51c9770c6fa335c14a3491dd96fe4d53d6f53f39bf5a4102982c6163d9ed09f672b17d36044cb321b4469dc1eb103f.exe,blaster,a445dbbc3dc51f968715dbe6ba94a505,f278986df0c6f9653bc23f90ac59dca8d99d701782bfedaae852952d019680c8,0.82,0.9997199675324674,1.0,cnn_lstm,53,0.0,True,0.924907,CRITICAL
9a683aae6267049b53b1129a8b2e34b0beefd4a2e4f54410865a0a636058d1fe9d96612c98588623d91d93f99a254b813361a8d6d6c189ea71ddc41a2977124e0529fc95de4ea44e1bbb308b478b8f5aba4e4915a1b84455202184c93ac9517f96651b59.exe,blaster,e063c09a1b47a2b744f738062e2f3436,44fb3ca8fbf773e29539e30397613871c5496271c51860366d6a1c14e054746c,0.97,0.9996744806020774,0.999963,cnn_lstm,70,0.0,True,0.987382,CRITICAL
9a7078fbc91e710b1b182cc73595907e064bfa1c4b9cf128aa81f32a28d9b66ae95a73422158c8b67b15840df88c6eb1a8236ae3660c6b789fb120d037d9df867d6b29e8e2c8f74fe2bf509fff660342d8f91144861ee89be2fbc7784a0ba23b360cd29f.exe,blaster,93fdd1904dbbe5b6e3fbcd74e09c14fc,19aeabe03aa037e2b33110b6f416d7257a347311b76d6b1c076edfe0ef9e1643,0.0,1.0,0.0,abstained_no_imports,0,0.0,False,0.444444,MEDIUM
9aa391fff98e2f2644aa6033c39fc436817d9982e007a8499361ef26c82d2fe36ef79b4f3db0c0ed0eeb6345a62aa89dad164323854f826a90d31746496981d6908915cc71d4be722415aeb6ea365ae2c2d9394153aed6cdec80cd5cb545a0cbd2708a84.exe,blaster,191db4b872e3630ea15b0a509bded9c4,e5762a51627dcfecccf04d1517f48ac0761db102909331bbe1c2ae80998c7471,0.63,1.0,1.0,cnn_lstm,100,0.0,True,0.845833,CRITICAL
9acc8604e26423bb6d4fed29ff994fcd1130bb4edf7edc4c79175b57577e722ed58bea7ff44ab4b379eac6544845abc298f5ebca5784f9ece3f82b804445addbdd5284bb39fed0b338a2a8609038844f33fef88d40b168a05c1f27fa1098f3534417aaf8.exe,blaster,0c9974ce0f2b71aa76f53dfcec9c8156,60b137356c0e12e358d802cd7857004b890a808674e6f0cb7dd7a930f7a39c28,0.79,0.9999908592321756,0.999485,cnn_lstm,7,0.0,True,0.912368,CRITICAL
9ad48c14770b811a7a341f15c64b63140cca55d9a74f1eeaea005b4e71e0a573f0d73d3b2884564135fe5801e262d0255e51bacd033ce3a6b4de86baadff46ea6e5bccc4ce3990d712c841af1f7702cc9aef65b36bfad5416e2f909c81ea26d654c95266.exe,blaster,695413ba452893305e095d8c017bdec6,198db9b2b69521928729cd29c6429410f75a0a8b90099b3f3895ac74f4496ad5,0.61,0.9975,1.0,cnn_lstm,100,0.0,True,0.836667,CRITICAL
9b5b21733b3efa17888098d505a674d294230d51c96bfc2ab79852e641f4484d8a3cafe722c7cf9e225f228fcf6dcb5afa85022af69099d5ad358abeb37af705f8dec319aaad34126406dc9f1e424c8da5f7dbafbe8b3d5b4d003a73438fd3c7c556c261.exe,blaster,d785c39d65b01d1ef60f64dc88467383,b80bfed76c1867ff0eaa572a00eb4b260de9bd9313dcd6bbd0ee1d892b2c0a38,0.0,1.0,0.0,abstained_no_imports,0,0.0,False,0.444444,MEDIUM
9b5d7e87faf901088b8b88d43fdfd6bcee85c14e31b89370f4e016d0d7511e02ce99e6221ff590f5a9858dccd81a9874569fdb828d2459e8335e6af5459f4ffa5691f559b71908c8bc651f2209f3b748fe6781e9c670d69d9e3a256f13fae76366a7387f.exe,blaster,404e77b1a64f6792479cefb7d4828adc,4c8e8b6f762cbc5d3c48ec2f1164ecf188aa6310f9701cbf9a403d8a65a5df10,0.72,0.999660299576966,1.0,cnn_lstm,100,0.0,True,0.88322,CRITICAL
9b25d09e7c75ab2cf92978a20f63148e646fb0441f23b9810b6b47569cb4f632862c247c70fb1e70660ec92e36188699b923dd0e81ee1044790f976e01b2b4627b1f3ec34677a5e541e840971ef5555e00ae2f05423f3147624fc73ea5afaa6f2ccf51f7.exe,blaster,9d077bd379110367a1321eae1d7f16be,34289438d3e2b16527e8e5ab51fe429b56fb54ddc0e2f15c42059a61c39e8acf,0.75,0.9999827878371332,0.99989,cnn_lstm,7,0.0,True,0.8958,CRITICAL
9b66b5c85714d117a4899945329d5d3d32e23a9505c51d699b985daf2efcc8d997827ca89d33d880f2d53f7c94a37b7857dfbedd985b7597c28d49695937b475573751231323376d738d513bc7e1c916c3ea4d4add0a4d36949531cea0293d8d734d73d3.exe,blaster,f8016cc4cd21b7f5f2f5384097745947,a11d5d37c4acf5820afbe93b149b77b26d8bb95e275cf985c18431d6fca317db,0.0,0.9970316399449726,0.999989,cnn_lstm,100,0.0,True,0.582341,HIGH
9b414d962bddf3f0df6120bda552f0b027d8228e54f93fdc8a40e031a216f0009ad5de0ec976c1359eee938c3197c4378112953476a0ac1b7c9e2a764d886c54ec33bc3184e3f4d591e0e49c5196abb562c8f47c13dc3776eb46a5d45e89c3792986628d.exe,blaster,88f987b619371ec63a9200dc7cab795e,55cc56f787a4478235e8476f7618a62b202228048f29133bbc5b024402739055,0.65,1.0,1.0,cnn_lstm,100,0.0,True,0.854167,CRITICAL
9b837a6338706ae7a73edb01c34bfe45e8497d8ea3291aa51bd706e54f9eeeddfeaf4400ad80cc5fceef72f61c311bd3adf5e432a377564941fafe7c365e30280892a7f76e1bca7426fe4b7892ee834a5dee0532db51d1404d84482662741cb7b765b3da.exe,blaster,7b40a287958e3cbe390941cf5ee55858,20486e9fc27c028bf822e18e5b668823bc5d563413e6c3eb7649b95b869c9249,0.0,1.0,0.0,abstained_no_imports,0,0.0,False,0.444444,MEDIUM
9b6263f0edbffb3e46e09881914beb95f94d19269e23eebd2272eee1dcd846c07e9bbb74171eec07ef21eaea9d0578e52b266e52078744c8af0f210b44cf6f60252a0537d0edacb31ac49db97c4408049351eb1d0b10776143b2c0244183eee9c49c6ccf.exe,blaster,720e23a6d91b093223edf95b95735645,2b4e334634c23c777c058221404d0e41e9ca0fa678074f298a9843511299c952,0.58,0.9999820143884892,1.0,cnn_lstm,100,0.0,True,0.824994,CRITICAL
9b6502c17479bbf96f4dafd5513122995e190444a2b3582b9bf98e57bc0c91dd8d1ff3044429a9fc86702581afa35980fe2775fa6a70291001328018a5414379d3dbe61c77b1ab42dad98fc73653666d42a237d2e64192c1f799c5cbbc8cb0d03d67a905.exe,blaster,81badc6974b8f5022cd4c7f306cf21ea,e9fe316639bf1aab6f4ce2b5ae856962268f581cb29e8ae9718902224228e02f,0.99,0.9993117502739016,1.0,cnn_lstm,100,0.0,True,0.995604,CRITICAL
9ba960a8ee8df4d68416e94dce286f83a6ddcaf058b304dd5af59827aec41ee5d04589554e73e7b6966b80d57aad5d695afeabde54e883c32ba2382e3788c8dcea686eac7c77fd11afb63ca2344d5a196f201c484fd23e46118cfc6dc1500a6efc00a01f.exe,blaster,481088bc4077819576c642c6e9d19fcc,5668a3869acd456a495c02a975cd7ebfc27dc15254a768c06393d2b29ff0af8a,0.99,0.9993117502739016,1.0,cnn_lstm,100,0.0,True,0.995604,CRITICAL
